Original Review,Cleaned Review,Sentiment,Confidence
"Disappointing Experience at kitkat :

recently hosted a birthday party for my daughter at Kitkat and unfortunately, …",disappointing experience kitkat recently hosted birthday party daughter kitkat unfortunately,NEGATIVE,0.9996463060379028
Food was extremely on top love it 🥰 …,food extremely top love,POSITIVE,0.9997488856315613
"The food was so delicious and the service was really great, too!”  “The paneer tikka was so yummy.",food delicious service really great paneer tikka yummy,POSITIVE,0.9997777342796326
Excellent food ...both in quality and taste... Will love to visit again 😁 …,excellent food quality taste love visit,POSITIVE,0.9998413324356079
Good is delicious.. I loved it..all my guest were happy with food test.,good delicious loved itall guest happy food test,POSITIVE,0.9998093247413635
Very good food with the best services and very polite staff🥰 Highly satisfied !! …,good food best services polite staff highly satisfied,POSITIVE,0.9995638728141785
"I am very happy to write a review about this ""restaurant"". The place is very beautiful.
Burger is awesome and service is very fast.
#Highly recommend 👌🏻😋 …",happy write review restaurant place beautiful burger awesome service fast highly recommend,POSITIVE,0.9997420907020569
"Mwmwmwmwmwmwaaahhh Food ❤️❤️ Must visit place 🤗
GOOD FOOD GOOD LIFE😊 …",mwmwmwmwmwmwaaahhh food must visit place good food good life,POSITIVE,0.9972493052482605
Nice place to hangout with family as well as friends. The food quality is also very good and the service is upto the mark.,nice place hangout family well friends food quality also good service upto mark,POSITIVE,0.999860405921936
"I visited this place and tried their egg tikka (the best). It was fantastic! The eggs were well-cooked and the sauce was rich and creamy. I loved the grilled taste. The atmosphere was friendly, and the service was quick. I highly recommend this place for a great meal!""",visited place tried egg tikka best fantastic eggs wellcooked sauce rich creamy loved grilled taste atmosphere friendly service quick highly recommend place great meal,POSITIVE,0.9994432330131531
